0.72534,0.72534,0.72534,0.72534,0.72534,0.72534,0.72534,0.72534,0.72147,0.72147,0.71954,0.70019,0.6499,0.58801,0.53385,0.53578,0.55899,0.58414,0.61122,0.64603,0.69826,0.75822,0.80271,0.80464,0.78143,0.73114,0.66344,0.59381,0.53772,0.50484,0.48162,0.47776,0.49516,0.52611,0.58027,0.64797,0.71567,0.76789,0.79304,0.78917,0.75822,0.70793,0.6441,0.57834,0.51838,11
0.68859,0.69246,0.69052,0.68859,0.69052,0.68665,0.69052,0.70019,0.7234,0.75629,0.79884,0.84333,0.88201,0.90522,0.91489,0.91103,0.88781,0.84526,0.7853,0.71954,0.65764,0.60735,0.56867,0.53965,0.52805,0.52805,0.54159,0.56673,0.60735,0.65957,0.70986,0.75435,0.78917,0.81238,0.82398,0.82592,0.81818,0.79691,0.75435,0.69826,0.6383,0.58221,0.53191,0.49903,0.47969,11
0.54932,0.55126,0.55319,0.55513,0.55319,0.55126,0.54739,0.54545,0.54739,0.53772,0.50484,0.44294,0.38491,0.32108,0.31335,0.31528,0.35783,0.44487,0.54739,0.62476,0.64603,0.6441,0.62282,0.55319,0.46809,0.40426,0.35203,0.32882,0.33656,0.37718,0.46422,0.55126,0.62476,0.67505,0.68472,0.66731,0.61896,0.54545,0.47195,0.41006,0.35783,0.32302,0.31721,0.33849,0.40812,11
0.6499,0.65184,0.6499,0.6499,0.64797,0.62476,0.58414,0.53965,0.5029,0.47002,0.45648,0.45841,0.48162,0.54159,0.60155,0.65377,0.69246,0.70793,0.70406,0.67698,0.62282,0.5706,0.52805,0.49903,0.47195,0.46228,0.47969,0.53965,0.61122,0.66731,0.70213,0.7176,0.72147,0.70019,0.6499,0.59574,0.54545,0.5029,0.46809,0.44487,0.44681,0.48162,0.54352,0.59768,0.64023,11
0.72921,0.73114,0.72727,0.72727,0.71567,0.66151,0.61702,0.56093,0.51451,0.49516,0.49516,0.5087,0.55513,0.61509,0.67118,0.70986,0.72534,0.7234,0.70213,0.66151,0.61896,0.57834,0.53772,0.4971,0.48356,0.48936,0.52224,0.58027,0.63443,0.68472,0.72921,0.74855,0.74662,0.73114,0.69632,0.6499,0.60155,0.55706,0.5087,0.47389,0.47582,0.4913,0.53385,0.59768,0.65184,11
0.65184,0.65184,0.65184,0.65184,0.65184,0.6499,0.62863,0.56867,0.50484,0.45455,0.44294,0.44874,0.47582,0.54545,0.62476,0.68472,0.69826,0.68665,0.66151,0.61122,0.54932,0.49323,0.44294,0.43714,0.43907,0.47195,0.55899,0.63056,0.67698,0.71567,0.72534,0.71373,0.67892,0.62282,0.5648,0.51451,0.47195,0.44874,0.45068,0.46809,0.53191,0.61315,0.68279,0.73308,0.74275,11
0.45455,0.45261,0.45068,0.45455,0.44101,0.40619,0.3501,0.29787,0.23211,0.17602,0.1354,0.15667,0.16248,0.15474,0.18956,0.21857,0.26499,0.31915,0.36944,0.41006,0.44101,0.46615,0.48356,0.4913,0.47776,0.44874,0.41393,0.37524,0.33849,0.30174,0.26692,0.23211,0.18182,0.14894,0.12959,0.12573,0.13926,0.16248,0.19149,0.23404,0.28433,0.32302,0.35977,0.38878,0.41586,11
0.43714,0.4352,0.43133,0.4294,0.40812,0.37137,0.32495,0.2766,0.22824,0.19729,0.17988,0.18182,0.18762,0.21083,0.23598,0.27853,0.31915,0.35977,0.40426,0.45455,0.49516,0.52224,0.52805,0.52031,0.4971,0.46615,0.42553,0.37911,0.32495,0.27466,0.22824,0.17795,0.13733,0.10251,0.071567,0.065764,0.094778,0.13346,0.17021,0.22631,0.2882,0.34623,0.39845,0.4352,0.47002,11
0.49903,0.4971,0.48936,0.46422,0.41199,0.34816,0.29207,0.24565,0.21083,0.17021,0.16054,0.16441,0.17795,0.19923,0.23598,0.29207,0.35203,0.41199,0.46615,0.51644,0.56093,0.58414,0.58994,0.58994,0.58027,0.55899,0.52805,0.48356,0.43327,0.37718,0.31915,0.26692,0.2205,0.17988,0.1528,0.14313,0.13926,0.147,0.16248,0.19729,0.24565,0.30948,0.37718,0.43907,0.49323,11
0.6383,0.6383,0.63636,0.63636,0.63636,0.6325,0.61122,0.55319,0.48936,0.41973,0.37331,0.34236,0.3501,0.3617,0.39265,0.4352,0.49323,0.54352,0.58414,0.62282,0.64603,0.64217,0.63636,0.61702,0.59574,0.56673,0.52418,0.48162,0.44681,0.41393,0.40426,0.40619,0.42747,0.46228,0.49903,0.53385,0.5764,0.60542,0.6441,0.65377,0.64797,0.6383,0.61122,0.56673,0.52998,11
0.81625,0.81625,0.81625,0.81431,0.81238,0.81238,0.80851,0.80271,0.79497,0.7911,0.77756,0.75822,0.73308,0.70406,0.67311,0.65184,0.6383,0.63443,0.63443,0.63443,0.63636,0.62282,0.60542,0.58994,0.57253,0.55126,0.53191,0.50677,0.48356,0.46615,0.45068,0.43327,0.41006,0.37911,0.34816,0.32108,0.30174,0.28433,0.27079,0.25532,0.23598,0.2147,0.19342,0.17602,0.15861,12
0.853,0.85493,0.853,0.853,0.85493,0.8588,0.85493,0.853,0.84139,0.82012,0.7911,0.75435,0.7118,0.66731,0.62863,0.61122,0.61702,0.61896,0.59961,0.56093,0.52031,0.47969,0.45455,0.44101,0.44294,0.44681,0.44874,0.44294,0.42553,0.39458,0.35783,0.31721,0.2824,0.25532,0.23791,0.23017,0.23211,0.23598,0.23791,0.22631,0.19923,0.17021,0.14313,0.12959,0.12959,12
0.853,0.8588,0.8588,0.85687,0.853,0.83946,0.84139,0.8472,0.8472,0.8472,0.84139,0.82785,0.81238,0.78723,0.75435,0.71373,0.67892,0.65377,0.63636,0.61896,0.61122,0.60735,0.60735,0.60155,0.59381,0.58027,0.55899,0.53385,0.51838,0.49903,0.47776,0.45068,0.41973,0.39652,0.38491,0.37911,0.37524,0.35977,0.34623,0.33462,0.32302,0.29981,0.27466,0.24565,0.2147,12
0.82979,0.82979,0.82979,0.82785,0.82979,0.83366,0.83366,0.83366,0.83172,0.82979,0.82592,0.82205,0.81818,0.80851,0.79691,0.77756,0.75435,0.73114,0.70986,0.69052,0.67698,0.67118,0.66925,0.66925,0.66731,0.66151,0.64603,0.62282,0.59574,0.56673,0.52998,0.50097,0.47969,0.47002,0.46809,0.46809,0.46422,0.46228,0.45455,0.44101,0.41199,0.37524,0.33269,0.29787,0.26886,12
0.79304,0.79304,0.7911,0.78917,0.78723,0.7853,0.7853,0.78917,0.79304,0.79304,0.7911,0.78917,0.78337,0.77176,0.75048,0.72534,0.69439,0.66925,0.65571,0.6441,0.6383,0.63636,0.63056,0.62089,0.61315,0.60735,0.59574,0.57253,0.54545,0.52031,0.47969,0.44681,0.43327,0.41973,0.41586,0.41199,0.41006,0.41006,0.40232,0.38491,0.36364,0.33656,0.30561,0.2766,0.24371,12
0.75629,0.75242,0.75435,0.75435,0.74855,0.74662,0.75048,0.75048,0.74662,0.74081,0.73308,0.7176,0.69439,0.66538,0.6383,0.61896,0.60542,0.59768,0.58607,0.57834,0.5706,0.55706,0.52998,0.5029,0.47969,0.45455,0.42553,0.40426,0.40039,0.40039,0.40232,0.40619,0.39458,0.36944,0.33075,0.28433,0.24371,0.23404,0.22631,0.2205,0.2147,0.21277,0.20503,0.1528,0.098646,12
0.82592,0.83366,0.83559,0.82398,0.83946,0.82979,0.84139,0.84913,0.82205,0.80658,0.80271,0.79497,0.7795,0.76209,0.74275,0.71954,0.69439,0.66538,0.63636,0.61315,0.59574,0.58027,0.57447,0.56673,0.55513,0.53772,0.53772,0.52805,0.50677,0.48356,0.46228,0.44101,0.41779,0.40039,0.38491,0.36944,0.3501,0.33462,0.32108,0.31335,0.30561,0.294,0.294,0.294,0.29207,12
0.88395,0.88201,0.87234,0.87041,0.84526,0.83559,0.82205,0.80851,0.80658,0.79884,0.7853,0.77369,0.76015,0.74081,0.7176,0.69052,0.66151,0.62669,0.59381,0.56673,0.54545,0.53191,0.52224,0.52224,0.52224,0.51838,0.52224,0.5087,0.48356,0.46228,0.44294,0.41199,0.38685,0.36944,0.35203,0.33849,0.32108,0.30561,0.29207,0.28046,0.27079,0.26886,0.2766,0.2766,0.27853,12
0.66925,0.66731,0.65957,0.64603,0.61896,0.58801,0.55706,0.52418,0.49516,0.47002,0.44487,0.42553,0.40619,0.39072,0.38298,0.38491,0.39265,0.39845,0.39845,0.39458,0.39072,0.38491,0.37137,0.36364,0.33849,0.31335,0.2882,0.26112,0.24178,0.22631,0.22244,0.21857,0.2147,0.20309,0.18762,0.16441,0.13346,0.10638,0.090909,0.083172,0.079304,0.067698,0.046422,0.030948,0.021277,12
0.60542,0.60542,0.60542,0.60542,0.60735,0.59768,0.58027,0.55899,0.53578,0.51064,0.48549,0.46035,0.4352,0.41779,0.40232,0.39265,0.38878,0.39458,0.39458,0.38878,0.38104,0.37524,0.3617,0.34816,0.33269,0.31528,0.30174,0.29207,0.294,0.29787,0.29594,0.28627,0.27273,0.24952,0.21277,0.18182,0.16441,0.15861,0.16441,0.18375,0.19729,0.20116,0.19342,0.17795,0.16054,12
0.60542,0.60542,0.60542,0.60542,0.60735,0.59768,0.58027,0.55899,0.53578,0.51064,0.48549,0.46035,0.4352,0.41779,0.40232,0.39265,0.38878,0.39458,0.39458,0.38878,0.38104,0.37524,0.3617,0.34816,0.33269,0.31528,0.30174,0.29207,0.294,0.29787,0.29594,0.28627,0.27273,0.24952,0.21277,0.18182,0.16441,0.15861,0.16441,0.18375,0.19729,0.20116,0.19342,0.17795,0.16054,12
0.68472,0.68472,0.68472,0.68472,0.68472,0.68472,0.68279,0.67311,0.65571,0.6325,0.60348,0.57253,0.53772,0.50677,0.48162,0.46809,0.45648,0.45068,0.44874,0.44681,0.43327,0.41973,0.41006,0.40039,0.38878,0.37137,0.35203,0.33462,0.32108,0.30948,0.30368,0.30368,0.30368,0.30174,0.29594,0.29014,0.28433,0.27079,0.23985,0.20116,0.17215,0.15087,0.13926,0.13153,0.12766,12
0.7176,0.71567,0.7176,0.71567,0.70986,0.69632,0.67118,0.64217,0.60735,0.58027,0.55899,0.54352,0.53965,0.53965,0.54739,0.56093,0.58414,0.60928,0.63636,0.66731,0.69439,0.7176,0.73501,0.74468,0.74275,0.72534,0.69632,0.66538,0.63636,0.60542,0.5706,0.52805,0.48743,0.45068,0.42553,0.41006,0.40812,0.41779,0.44101,0.46809,0.50484,0.53965,0.57447,0.60928,0.6383,13
0.66538,0.66151,0.66538,0.65957,0.64603,0.62476,0.60155,0.57834,0.56286,0.55319,0.54545,0.52418,0.51644,0.51838,0.53191,0.55513,0.58414,0.62089,0.65764,0.69052,0.71567,0.73888,0.74468,0.74662,0.74081,0.72921,0.70986,0.67892,0.64603,0.60928,0.5706,0.53191,0.4913,0.45841,0.43327,0.41973,0.41393,0.41586,0.4294,0.45068,0.48356,0.51838,0.55513,0.58994,0.62863,13
0.65957,0.65957,0.65957,0.65571,0.6383,0.60348,0.5648,0.52611,0.50677,0.4971,0.4971,0.49903,0.50097,0.51064,0.52418,0.55319,0.58994,0.62863,0.66344,0.69052,0.71373,0.72727,0.73308,0.73114,0.71567,0.68859,0.65571,0.61896,0.5764,0.52998,0.47969,0.43907,0.41779,0.41586,0.4294,0.45068,0.47776,0.51064,0.54932,0.58994,0.6325,0.67118,0.70406,0.72921,0.74662,13
0.38491,0.37137,0.35783,0.34043,0.32495,0.30948,0.30174,0.30561,0.32302,0.34429,0.36944,0.40426,0.43907,0.46809,0.49323,0.50484,0.52224,0.52998,0.53191,0.52611,0.51257,0.4913,0.46615,0.43907,0.41393,0.39458,0.37331,0.3559,0.34816,0.35203,0.36364,0.38298,0.40812,0.43714,0.47195,0.5029,0.53385,0.55706,0.56673,0.56867,0.55706,0.54159,0.52224,0.49903,0.47389,13
0.71954,0.72147,0.71954,0.72147,0.71954,0.72147,0.71954,0.71954,0.71954,0.7176,0.7234,0.74468,0.74662,0.75048,0.73308,0.70019,0.65571,0.60348,0.5648,0.54159,0.53578,0.55706,0.58801,0.62282,0.65571,0.68279,0.70019,0.70793,0.706,0.68279,0.64217,0.60348,0.56673,0.52611,0.4913,0.46809,0.45841,0.46809,0.4913,0.51838,0.54932,0.58414,0.62089,0.65377,0.67118,13
0.6383,0.64023,0.64023,0.63443,0.62089,0.59574,0.56867,0.54352,0.51451,0.48743,0.46809,0.46228,0.47195,0.49516,0.52031,0.55513,0.58994,0.62669,0.64797,0.66344,0.66151,0.64217,0.61702,0.58801,0.55899,0.53385,0.50484,0.47776,0.45841,0.45068,0.46035,0.48549,0.52418,0.5648,0.60155,0.6441,0.68085,0.70019,0.69439,0.66538,0.62089,0.5706,0.52611,0.48162,0.44681,13
0.51451,0.52224,0.54352,0.5648,0.58994,0.62476,0.65957,0.67892,0.64023,0.61509,0.5764,0.53385,0.48549,0.44101,0.40426,0.37331,0.35397,0.34429,0.35203,0.36944,0.39845,0.4352,0.47776,0.52418,0.56673,0.59961,0.62476,0.6441,0.65377,0.64603,0.62476,0.58414,0.53772,0.48936,0.44487,0.40812,0.38104,0.37137,0.36944,0.37524,0.38685,0.40619,0.43133,0.46035,0.49323,13
0.57253,0.56867,0.5648,0.56093,0.53965,0.5087,0.47969,0.43907,0.40039,0.35977,0.33075,0.31335,0.29787,0.29207,0.29981,0.31915,0.34236,0.36944,0.41006,0.45648,0.5087,0.55706,0.60155,0.6441,0.68472,0.72147,0.75048,0.77369,0.7853,0.78337,0.76015,0.72534,0.68279,0.64023,0.59768,0.55706,0.51257,0.46615,0.4236,0.38878,0.35783,0.33462,0.31528,0.30754,0.30561,13
0.59188,0.58994,0.58607,0.55899,0.51064,0.46035,0.40812,0.36364,0.32302,0.29014,0.26886,0.26306,0.25919,0.26112,0.2766,0.30754,0.34429,0.38491,0.42747,0.47002,0.51257,0.55706,0.59768,0.63056,0.65764,0.67892,0.68665,0.67505,0.64603,0.61315,0.5764,0.53965,0.49903,0.46035,0.41779,0.37331,0.33656,0.30174,0.27273,0.25145,0.23598,0.23404,0.24952,0.27079,0.29981,13
0.51644,0.51644,0.51644,0.52224,0.54352,0.56093,0.59768,0.62476,0.63443,0.64217,0.66151,0.66151,0.65377,0.6325,0.59961,0.56286,0.51451,0.46422,0.41586,0.37331,0.33849,0.30754,0.28046,0.25145,0.23211,0.22244,0.22244,0.23017,0.23985,0.25725,0.2882,0.31141,0.33462,0.36557,0.41393,0.46228,0.50097,0.53191,0.55513,0.57253,0.57834,0.5648,0.54739,0.52418,0.49903,13
0.4352,0.41586,0.37331,0.33462,0.30174,0.2824,0.29207,0.33849,0.39458,0.45455,0.52031,0.5648,0.58027,0.58414,0.56093,0.53191,0.50484,0.47002,0.44101,0.41199,0.38685,0.3501,0.31721,0.29207,0.27853,0.27273,0.28627,0.32302,0.37331,0.4294,0.47776,0.52611,0.5648,0.56867,0.54739,0.52418,0.49516,0.44874,0.39458,0.34236,0.294,0.25532,0.24178,0.26692,0.30561,13
0.4971,0.49516,0.4971,0.4971,0.4971,0.49516,0.48936,0.46615,0.4352,0.38298,0.33849,0.31335,0.30754,0.32302,0.3675,0.41973,0.46809,0.51838,0.55319,0.57447,0.58607,0.57834,0.53965,0.4913,0.44874,0.41973,0.38878,0.37137,0.37911,0.40812,0.44874,0.48549,0.52611,0.55899,0.58607,0.59188,0.57447,0.53965,0.48936,0.44101,0.41199,0.40812,0.4352,0.47389,0.51064,13
0.74662,0.74662,0.74662,0.74662,0.74662,0.74468,0.74275,0.73888,0.73308,0.72727,0.71954,0.71373,0.70793,0.70019,0.69246,0.68472,0.67311,0.66344,0.6499,0.63443,0.61315,0.59381,0.57253,0.54932,0.52224,0.4913,0.46035,0.43327,0.40232,0.36944,0.34043,0.31721,0.29787,0.28046,0.26112,0.24758,0.23404,0.22244,0.21277,0.20503,0.20116,0.20309,0.21083,0.21857,0.22631,14
0.37718,0.37718,0.37718,0.37911,0.37911,0.37718,0.37718,0.37331,0.3675,0.36364,0.36364,0.36557,0.37524,0.38491,0.39845,0.41199,0.4294,0.44681,0.46422,0.48549,0.5087,0.53385,0.5648,0.59961,0.6325,0.66344,0.69439,0.7234,0.75048,0.76789,0.78143,0.7911,0.80077,0.80658,0.81238,0.81625,0.81818,0.81818,0.82012,0.82012,0.81818,0.81431,0.81044,0.80851,0.80464,14
0.31721,0.31721,0.31915,0.31915,0.31915,0.31721,0.31915,0.31915,0.32108,0.31528,0.31335,0.30561,0.30174,0.30174,0.30561,0.30948,0.31528,0.32108,0.33075,0.34236,0.3559,0.36944,0.38104,0.39652,0.41199,0.42747,0.44294,0.45841,0.47582,0.5029,0.52418,0.55706,0.59188,0.62476,0.65377,0.68665,0.71567,0.75048,0.7795,0.80658,0.82785,0.84526,0.8588,0.87041,0.88008,14
0.30754,0.30948,0.30948,0.30948,0.31141,0.30948,0.30948,0.31335,0.31335,0.30754,0.30174,0.294,0.29014,0.29014,0.29787,0.30948,0.32689,0.34816,0.36944,0.39072,0.41199,0.4294,0.45455,0.48162,0.52805,0.57253,0.61509,0.65377,0.68859,0.72147,0.75435,0.78337,0.81238,0.83172,0.84913,0.8588,0.86654,0.87621,0.88588,0.89168,0.89362,0.89749,0.90135,0.90329,0.90329,14
0.33075,0.33269,0.33269,0.33462,0.33269,0.33075,0.32495,0.31915,0.31528,0.31915,0.33075,0.34236,0.35203,0.35977,0.37137,0.38104,0.39265,0.40619,0.42553,0.43907,0.45455,0.47776,0.50677,0.53965,0.56867,0.59574,0.63056,0.66731,0.70406,0.73308,0.76209,0.7795,0.79691,0.81044,0.82785,0.84333,0.85106,0.8588,0.86654,0.87041,0.88201,0.88975,0.89555,0.89942,0.90135,14
0.35977,0.35977,0.35977,0.35977,0.3617,0.36364,0.36557,0.36557,0.35977,0.3501,0.33849,0.32882,0.32882,0.33269,0.33849,0.3501,0.3675,0.38491,0.40619,0.4236,0.4352,0.44681,0.46809,0.49903,0.53772,0.58414,0.62863,0.67892,0.7234,0.76209,0.79497,0.82398,0.8472,0.86654,0.86654,0.86847,0.86267,0.86074,0.85493,0.84526,0.83946,0.83752,0.83752,0.83946,0.84139,14
0.40426,0.40619,0.40426,0.40619,0.40426,0.40619,0.40619,0.40812,0.40619,0.39845,0.39072,0.38298,0.37911,0.37911,0.38491,0.39458,0.40619,0.41586,0.43133,0.44874,0.46809,0.4913,0.51064,0.52998,0.55513,0.58801,0.62476,0.66151,0.69632,0.72534,0.74468,0.76015,0.77369,0.78337,0.79497,0.80658,0.81818,0.83172,0.83752,0.84526,0.853,0.8588,0.8588,0.86267,0.86267,14
0.14507,0.14507,0.14313,0.14313,0.14507,0.14507,0.14507,0.1412,0.13733,0.1412,0.15087,0.17021,0.18956,0.21277,0.23017,0.25338,0.2766,0.30368,0.33075,0.35783,0.38878,0.43907,0.48356,0.53191,0.5706,0.60348,0.62282,0.64603,0.66538,0.69052,0.7176,0.74662,0.77756,0.80271,0.81625,0.82205,0.83559,0.84526,0.85106,0.85687,0.86074,0.8588,0.85493,0.8472,0.84333,14
0.23404,0.23211,0.23017,0.23211,0.23017,0.22437,0.22244,0.22244,0.2205,0.21857,0.21857,0.21857,0.21857,0.2205,0.22437,0.22631,0.22824,0.23211,0.23598,0.23985,0.24565,0.25145,0.25725,0.26306,0.27079,0.27853,0.28627,0.294,0.30368,0.31141,0.32302,0.33269,0.34623,0.35783,0.37137,0.38298,0.39652,0.41006,0.42553,0.43907,0.45261,0.46422,0.47582,0.48743,0.5029,14
0.26112,0.26306,0.26306,0.26306,0.26306,0.26112,0.26306,0.26112,0.26112,0.25919,0.25725,0.25532,0.25338,0.25532,0.25725,0.26112,0.27079,0.28046,0.28433,0.29787,0.31721,0.34043,0.37137,0.40812,0.44101,0.47002,0.49903,0.52611,0.55706,0.58414,0.60928,0.63056,0.64797,0.64797,0.65377,0.66344,0.67118,0.67311,0.67505,0.67505,0.67311,0.67118,0.66925,0.66925,0.66925,14
0.31141,0.31141,0.31141,0.31141,0.31335,0.31335,0.31335,0.31335,0.31335,0.31335,0.31141,0.30754,0.30754,0.30754,0.30948,0.31141,0.30948,0.31141,0.31141,0.31335,0.31335,0.31528,0.31528,0.31721,0.31915,0.32302,0.32882,0.33462,0.34623,0.35783,0.37137,0.38298,0.40039,0.4236,0.45068,0.47776,0.50677,0.54159,0.57253,0.60542,0.63443,0.65764,0.67892,0.69439,0.70019,14
0.26112,0.26306,0.26306,0.26306,0.26306,0.26112,0.26306,0.26112,0.26112,0.25919,0.25725,0.25532,0.25338,0.25532,0.25725,0.26112,0.27079,0.28046,0.28433,0.29787,0.31721,0.34043,0.37137,0.40812,0.44101,0.47002,0.49903,0.52611,0.55706,0.58414,0.60928,0.63056,0.64797,0.64797,0.65377,0.66344,0.67118,0.67311,0.67505,0.67505,0.67311,0.67118,0.66925,0.66925,0.66925,14
0.79691,0.79691,0.79691,0.79691,0.79691,0.79691,0.79691,0.79691,0.79691,0.79497,0.79304,0.78917,0.78337,0.77756,0.76983,0.76209,0.75048,0.73888,0.72727,0.71373,0.69826,0.68085,0.66151,0.64023,0.61702,0.59574,0.57253,0.55319,0.53191,0.51064,0.48549,0.46035,0.43327,0.40232,0.36944,0.33462,0.30174,0.27273,0.24758,0.22631,0.2089,0.19536,0.18182,0.17021,0.16248,15
0.78143,0.78143,0.78143,0.78143,0.78143,0.78143,0.78337,0.78143,0.78337,0.78143,0.78143,0.78143,0.78143,0.78143,0.78143,0.78143,0.78143,0.78143,0.78143,0.7795,0.78143,0.7795,0.7795,0.77756,0.77756,0.7795,0.78143,0.77756,0.76596,0.75048,0.73114,0.70986,0.68859,0.66151,0.63443,0.60542,0.56867,0.52998,0.48356,0.43327,0.38298,0.34043,0.29594,0.25725,0.23404,15
0.1354,0.13346,0.1354,0.1354,0.1354,0.1354,0.13346,0.13346,0.13153,0.12959,0.13153,0.13346,0.1354,0.13926,0.14313,0.147,0.15087,0.15474,0.16248,0.17021,0.18182,0.19729,0.2147,0.23211,0.25338,0.27853,0.30561,0.33656,0.36557,0.39458,0.42553,0.45648,0.48549,0.51257,0.53578,0.55899,0.5764,0.59574,0.61122,0.62863,0.6441,0.65957,0.67311,0.68859,0.70213,15
0.18956,0.19149,0.18956,0.18956,0.18956,0.18956,0.18956,0.18956,0.18956,0.18956,0.18956,0.19149,0.18956,0.18956,0.18956,0.19149,0.20116,0.21277,0.22437,0.23791,0.25145,0.26306,0.2824,0.30754,0.33462,0.3675,0.40619,0.44874,0.4913,0.53385,0.5764,0.61315,0.64603,0.66925,0.69052,0.7118,0.73114,0.74662,0.75629,0.76789,0.77369,0.78143,0.78337,0.78917,0.80271,15
0.20503,0.2089,0.21083,0.20696,0.2089,0.2089,0.2089,0.2089,0.20696,0.21083,0.21277,0.2089,0.20503,0.20503,0.20503,0.20309,0.20503,0.21857,0.23211,0.23985,0.25145,0.26306,0.2766,0.2882,0.30561,0.32882,0.35203,0.37911,0.41393,0.45068,0.4913,0.53385,0.5764,0.61122,0.64217,0.66731,0.69052,0.70986,0.72921,0.74855,0.76402,0.77756,0.78917,0.79691,0.80464,15
0.16634,0.16634,0.16634,0.16634,0.16828,0.16634,0.16634,0.16441,0.16441,0.16828,0.17215,0.17988,0.18375,0.18762,0.20116,0.2205,0.23211,0.25532,0.27079,0.29594,0.32689,0.36364,0.40039,0.43907,0.47776,0.51838,0.55319,0.58801,0.61896,0.64797,0.67118,0.68859,0.706,0.72147,0.73308,0.74275,0.74468,0.75048,0.75435,0.76209,0.76596,0.77369,0.76983,0.77176,0.77369,15
0.23017,0.23017,0.23017,0.23017,0.23017,0.23211,0.23211,0.23404,0.23404,0.23791,0.23598,0.23404,0.23017,0.23211,0.22631,0.22437,0.22244,0.2205,0.21857,0.21857,0.22437,0.23791,0.25532,0.27853,0.31141,0.35397,0.40232,0.46422,0.52031,0.56867,0.60928,0.64603,0.67505,0.70213,0.73114,0.75242,0.76789,0.77563,0.78143,0.7795,0.77756,0.7795,0.78337,0.7853,0.7853,15
0.10058,0.10058,0.098646,0.096712,0.098646,0.10058,0.10445,0.11025,0.11992,0.12766,0.1412,0.1528,0.16248,0.17602,0.19342,0.21277,0.23598,0.26112,0.29014,0.31915,0.3501,0.38104,0.41393,0.44874,0.48936,0.52805,0.56867,0.60542,0.64217,0.67892,0.71373,0.74662,0.77756,0.80658,0.82785,0.84913,0.85687,0.87621,0.89555,0.91683,0.9381,0.94391,0.9381,0.93424,0.93037,15
0.20116,0.19923,0.19923,0.20503,0.20116,0.19729,0.20116,0.19536,0.19729,0.19536,0.19536,0.19536,0.20116,0.21277,0.22631,0.24758,0.26886,0.29981,0.33462,0.36944,0.41006,0.44681,0.48743,0.52998,0.57253,0.61896,0.65957,0.69826,0.73888,0.77563,0.81044,0.83946,0.85493,0.87041,0.88588,0.89942,0.91103,0.91296,0.91103,0.90135,0.89749,0.89168,0.88588,0.88201,0.88201,15
0.12959,0.13346,0.12379,0.1412,0.12379,0.12766,0.12573,0.12959,0.13153,0.13153,0.13733,0.1528,0.13926,0.14894,0.15087,0.16634,0.17021,0.17602,0.18182,0.18762,0.19536,0.20116,0.20503,0.21083,0.22244,0.23017,0.23985,0.24952,0.25919,0.27079,0.2824,0.29594,0.30174,0.31721,0.33075,0.34816,0.36364,0.38104,0.40039,0.41973,0.43907,0.46035,0.47776,0.4971,0.51838,15
0.2147,0.21663,0.21083,0.20696,0.2089,0.20309,0.19536,0.19923,0.21083,0.2147,0.22631,0.23017,0.23017,0.23791,0.24178,0.25145,0.26306,0.28046,0.30368,0.33075,0.35977,0.38685,0.41199,0.4352,0.45841,0.47776,0.5029,0.52998,0.56093,0.59381,0.62863,0.65957,0.69246,0.72534,0.75435,0.78337,0.81044,0.83559,0.85493,0.87041,0.88395,0.89749,0.91103,0.9207,0.92843,15
0.61122,0.61122,0.61315,0.61122,0.61122,0.61315,0.61315,0.61122,0.61315,0.61315,0.61315,0.61315,0.61315,0.61315,0.61315,0.61315,0.61315,0.61315,0.61509,0.61315,0.61315,0.61509,0.61315,0.61315,0.61315,0.61122,0.61122,0.60928,0.60542,0.60155,0.59574,0.58801,0.57834,0.5706,0.56093,0.55126,0.54352,0.53191,0.52031,0.51064,0.4971,0.48549,0.47195,0.45841,0.44487,15
